dataset,action_id,issue_pair_id,baseline_report_id,ours_report_id,checker_family,checker,kind,lifecycle_applicable,evidence,transition,baseline_locations,ours_locations
OpenHarmony,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist,13b8029d844621fa2e69,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|48,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|48,cplusplus,cplusplus.NewDeleteLeaks,leak,True,branch,retained,foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:460:9;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:471:9;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:478:9;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:484:9;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__algorithm/clamp.h:30:12;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/allocator.h:109:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:596:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:606:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:833:16,foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:460:9;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:471:9;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:478:9;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:484:9;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__algorithm/clamp.h:30:12;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/allocator.h:109:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:596:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:606:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:833:16
OpenHarmony,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist,13b8029d844621fa2e69,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|52,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|52,cplusplus,cplusplus.NewDeleteLeaks,leak,True,allocation,retained,prebuilts/taihe/ohos/linux-x86_64/taihe/include/taihe/object.hpp:132:12,prebuilts/taihe/ohos/linux-x86_64/taihe/include/taihe/object.hpp:132:12
OpenHarmony,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist,13b8029d844621fa2e69,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|52,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|52,cplusplus,cplusplus.NewDeleteLeaks,leak,True,release,absent_in_both,,
OpenHarmony,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist,13b8029d844621fa2e69,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|52,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|52,cplusplus,cplusplus.NewDeleteLeaks,leak,True,branch,retained,foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:496:9;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:510:24;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:517:24;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:526:24;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:533:9;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/allocator.h:109:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:596:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:606:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:833:16,foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:496:9;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:510:24;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:517:24;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:526:24;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:533:9;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/allocator.h:109:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:596:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:606:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:833:16
OpenHarmony,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist,175339b0d30fe088d9f4,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|28,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|28,cplusplus,cplusplus.NewDeleteLeaks,leak,True,allocation,retained,prebuilts/taihe/ohos/linux-x86_64/taihe/include/taihe/object.hpp:132:12,prebuilts/taihe/ohos/linux-x86_64/taihe/include/taihe/object.hpp:132:12
OpenHarmony,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist,175339b0d30fe088d9f4,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|28,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|28,cplusplus,cplusplus.NewDeleteLeaks,leak,True,release,absent_in_both,,
OpenHarmony,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist,175339b0d30fe088d9f4,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|28,oh:filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|filter_taihe.cpp_clangsa_04b9515a3d41920976d7519b9d47ae26.plist|28,cplusplus,cplusplus.NewDeleteLeaks,leak,True,branch,retained,foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:271:9;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:286:31;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:286:9;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:292:9;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:300:9;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/allocator.h:109:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:596:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:606:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:833:16,foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:271:9;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:286:31;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:286:9;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:292:9;foundation/graphic/graphic_2d/interfaces/kits/taihe/ui_effect/src/filter_taihe.cpp:300:9;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/allocator.h:109:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:596:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:606:13;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:833:16
OpenHarmony,oh:geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist,b53e067ce4c9a11a6e17,oh:geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist|geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist|0,oh:geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist|geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist|0,cplusplus,cplusplus.NewDelete,uaf,True,allocation,absent_in_both,,
OpenHarmony,oh:geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist,b53e067ce4c9a11a6e17,oh:geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist|geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist|0,oh:geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist|geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist|0,cplusplus,cplusplus.NewDelete,uaf,True,release,retained,commonlibrary/c_utils/base/src/refbase.cpp:213:13;commonlibrary/c_utils/base/src/refbase.cpp:345:13;commonlibrary/c_utils/base/src/refbase.cpp:76:9,commonlibrary/c_utils/base/src/refbase.cpp:213:13;commonlibrary/c_utils/base/src/refbase.cpp:345:13;commonlibrary/c_utils/base/src/refbase.cpp:76:9
OpenHarmony,oh:geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist,b53e067ce4c9a11a6e17,oh:geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist|geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist|0,oh:geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist|geolocation_permission_ffi.cpp_clangsa_bd2632dd2b3201e1af7b5fe0faac9be6.plist|0,cplusplus,cplusplus.NewDelete,uaf,True,branch,retained,commonlibrary/c_utils/base/include/refbase.h:1397:9;commonlibrary/c_utils/base/src/refbase.cpp:207:9;commonlibrary/c_utils/base/src/refbase.cpp:212:13;commonlibrary/c_utils/base/src/refbase.cpp:321:9;commonlibrary/c_utils/base/src/refbase.cpp:328:9;commonlibrary/c_utils/base/src/refbase.cpp:332:9;commonlibrary/c_utils/base/src/refbase.cpp:338:13;commonlibrary/c_utils/base/src/refbase.cpp:60:10;commonlibrary/c_utils/base/src/refbase.cpp:68:9;commonlibrary/c_utils/base/src/refbase.cpp:75:9,commonlibrary/c_utils/base/include/refbase.h:1397:9;commonlibrary/c_utils/base/src/refbase.cpp:207:9;commonlibrary/c_utils/base/src/refbase.cpp:212:13;commonlibrary/c_utils/base/src/refbase.cpp:321:9;commonlibrary/c_utils/base/src/refbase.cpp:328:9;commonlibrary/c_utils/base/src/refbase.cpp:332:9;commonlibrary/c_utils/base/src/refbase.cpp:338:13;commonlibrary/c_utils/base/src/refbase.cpp:60:10;commonlibrary/c_utils/base/src/refbase.cpp:68:9;commonlibrary/c_utils/base/src/refbase.cpp:75:9
OpenHarmony,oh:hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist,fa28d0ddbae483a326dc,oh:hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist|hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist|0,oh:hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist|hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist|0,cplusplus,cplusplus.NewDeleteLeaks,leak,True,allocation,retained,foundation/arkui/napi/module_manager/native_module_manager.cpp:380:21,foundation/arkui/napi/module_manager/native_module_manager.cpp:380:21
OpenHarmony,oh:hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist,fa28d0ddbae483a326dc,oh:hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist|hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist|0,oh:hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist|hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist|0,cplusplus,cplusplus.NewDeleteLeaks,leak,True,release,absent_in_both,,
OpenHarmony,oh:hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist,fa28d0ddbae483a326dc,oh:hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist|hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist|0,oh:hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist|hdr_capability_module.cpp_clangsa_049516e8e133c9fd6b4b8a5efed2ee00.plist|0,cplusplus,cplusplus.NewDeleteLeaks,leak,True,branch,retained,foundation/arkui/napi/module_manager/native_module_manager.cpp:289:36;foundation/arkui/napi/module_manager/native_module_manager.cpp:291:27;foundation/arkui/napi/module_manager/native_module_manager.cpp:292:9;foundation/arkui/napi/module_manager/native_module_manager.cpp:297:9;foundation/arkui/napi/module_manager/native_module_manager.cpp:302:9;foundation/arkui/napi/module_manager/native_module_manager.cpp:372:9;foundation/arkui/napi/module_manager/native_module_manager.cpp:385:13,foundation/arkui/napi/module_manager/native_module_manager.cpp:118:9;foundation/arkui/napi/module_manager/native_module_manager.cpp:289:36;foundation/arkui/napi/module_manager/native_module_manager.cpp:291:27;foundation/arkui/napi/module_manager/native_module_manager.cpp:292:9;foundation/arkui/napi/module_manager/native_module_manager.cpp:297:9;foundation/arkui/napi/module_manager/native_module_manager.cpp:302:9;foundation/arkui/napi/module_manager/native_module_manager.cpp:372:9;foundation/arkui/napi/module_manager/native_module_manager.cpp:385:13
OpenHarmony,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist,63cac4e6a9e95a03c049,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|0,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|3,cplusplus,cplusplus.NewDeleteLeaks,leak,True,allocation,retained,foundation/communication/netmanager_ext/frameworks/js/napi/ethernet/interface_state_observer.cpp:34:17,foundation/communication/netmanager_ext/frameworks/js/napi/ethernet/interface_state_observer.cpp:34:17
OpenHarmony,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist,63cac4e6a9e95a03c049,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|0,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|3,cplusplus,cplusplus.NewDeleteLeaks,leak,True,release,absent_in_both,,
OpenHarmony,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist,63cac4e6a9e95a03c049,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|0,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|3,cplusplus,cplusplus.NewDeleteLeaks,leak,True,branch,retained,foundation/communication/netmanager_ext/frameworks/js/napi/ethernet/interface_state_observer.cpp:30:9;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:596:13,foundation/communication/netmanager_ext/frameworks/js/napi/ethernet/interface_state_observer.cpp:30:9;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:596:13
OpenHarmony,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist,57a9fc8ed183a1734b0f,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|1,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|4,cplusplus,cplusplus.NewDeleteLeaks,leak,True,allocation,retained,foundation/communication/netmanager_ext/frameworks/js/napi/ethernet/interface_state_observer.cpp:46:17,foundation/communication/netmanager_ext/frameworks/js/napi/ethernet/interface_state_observer.cpp:46:17
OpenHarmony,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist,57a9fc8ed183a1734b0f,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|1,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|4,cplusplus,cplusplus.NewDeleteLeaks,leak,True,release,absent_in_both,,
OpenHarmony,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist,57a9fc8ed183a1734b0f,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|1,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|4,cplusplus,cplusplus.NewDeleteLeaks,leak,True,branch,retained,foundation/communication/netmanager_ext/frameworks/js/napi/ethernet/interface_state_observer.cpp:42:9;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:596:13,foundation/communication/netmanager_ext/frameworks/js/napi/ethernet/interface_state_observer.cpp:42:9;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:596:13
OpenHarmony,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist,2edc4c274920fb681e09,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|2,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|5,cplusplus,cplusplus.NewDeleteLeaks,leak,True,allocation,retained,foundation/communication/netmanager_ext/frameworks/js/napi/ethernet/interface_state_observer.cpp:58:17,foundation/communication/netmanager_ext/frameworks/js/napi/ethernet/interface_state_observer.cpp:58:17
OpenHarmony,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist,2edc4c274920fb681e09,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|2,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|5,cplusplus,cplusplus.NewDeleteLeaks,leak,True,release,absent_in_both,,
OpenHarmony,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist,2edc4c274920fb681e09,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|2,oh:interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|interface_state_observer.cpp_clangsa_38c736167873e70dcde89c22516cbdd5.plist|5,cplusplus,cplusplus.NewDeleteLeaks,leak,True,branch,retained,foundation/communication/netmanager_ext/frameworks/js/napi/ethernet/interface_state_observer.cpp:54:9;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_compile/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:596:13,foundation/communication/netmanager_ext/frameworks/js/napi/ethernet/interface_state_observer.cpp:54:9;prebuilts/clang/ohos/linux-x86_64/llvm_ohos_exp/include/libcxx-ohos/include/c++/v1/__memory/shared_ptr.h:596:13
OpenHarmony,oh:interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist,124bc5ac5d7613e64387,oh:interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist|interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist|0,oh:interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist|interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist|0,cplusplus,cplusplus.NewDelete,uaf,True,allocation,absent_in_both,,
OpenHarmony,oh:interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist,124bc5ac5d7613e64387,oh:interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist|interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist|0,oh:interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist|interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist|0,cplusplus,cplusplus.NewDelete,uaf,True,release,retained,commonlibrary/c_utils/base/src/refbase.cpp:213:13;commonlibrary/c_utils/base/src/refbase.cpp:345:13;commonlibrary/c_utils/base/src/refbase.cpp:76:9,commonlibrary/c_utils/base/src/refbase.cpp:213:13;commonlibrary/c_utils/base/src/refbase.cpp:345:13;commonlibrary/c_utils/base/src/refbase.cpp:76:9
OpenHarmony,oh:interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist,124bc5ac5d7613e64387,oh:interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist|interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist|0,oh:interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist|interfaceregister_context.cpp_clangsa_c0b757d8ba2c5515694b617e65868b6d.plist|0,cplusplus,cplusplus.NewDelete,uaf,True,branch,retained,commonlibrary/c_utils/base/include/refbase.h:1052:9;commonlibrary/c_utils/base/include/refbase.h:1551:9;commonlibrary/c_utils/base/src/refbase.cpp:207:9;commonlibrary/c_utils/base/src/refbase.cpp:212:13;commonlibrary/c_utils/base/src/refbase.cpp:287:9;commonlibrary/c_utils/base/src/refbase.cpp:321:9;commonlibrary/c_utils/base/src/refbase.cpp:328:9;commonlibrary/c_utils/base/src/refbase.cpp:332:9;commonlibrary/c_utils/base/src/refbase.cpp:338:13;commonlibrary/c_utils/base/src/refbase.cpp:602:9;commonlibrary/c_utils/base/src/refbase.cpp:75:9,commonlibrary/c_utils/base/include/refbase.h:1052:9;commonlibrary/c_utils/base/include/refbase.h:1551:9;commonlibrary/c_utils/base/src/refbase.cpp:207:9;commonlibrary/c_utils/base/src/refbase.cpp:212:13;commonlibrary/c_utils/base/src/refbase.cpp:287:9;commonlibrary/c_utils/base/src/refbase.cpp:321:9;commonlibrary/c_utils/base/src/refbase.cpp:328:9;commonlibrary/c_utils/base/src/refbase.cpp:332:9;commonlibrary/c_utils/base/src/refbase.cpp:338:13;commonlibrary/c_utils/base/src/refbase.cpp:602:9;commonlibrary/c_utils/base/src/refbase.cpp:75:9
OpenHarmony,oh:js_canvas.cpp_clangsa_d52b8eac31582ef45f349ac3a485858d.plist,e13e29835b51aa45fa26,oh:js_canvas.cpp_clangsa_d52b8eac31582ef45f349ac3a485858d.plist|js_canvas.cpp_clangsa_d52b8eac31582ef45f349ac3a485858d.plist|0,oh:js_canvas.cpp_clangsa_d52b8eac31582ef45f349ac3a485858d.plist|js_canvas.cpp_clangsa_d52b8eac31582ef45f349ac3a485858d.plist|0,cplusplus,cplusplus.NewDeleteLeaks,leak,True,allocation,retained,foundation/arkui/napi/native_engine/native_value.h:55:59,foundation/arkui/napi/native_engine/native_value.h:55:59
OpenHarmony,oh:js_canvas.cpp_clangsa_d52b8eac31582ef45f349ac3a485858d.plist,e13e29835b51aa45fa26,oh:js_canvas.cpp_clangsa_d52b8eac31582ef45f349ac3a485858d.plist|js_canvas.cpp_clangsa_d52b8eac31582ef45f349ac3a485858d.plist|0,oh:js_canvas.cpp_clangsa_d52b8eac31582ef45f349ac3a485858d.plist|js_canvas.cpp_clangsa_d52b8eac31582ef45f349ac3a485858d.plist|0,cplusplus,cplusplus.NewDeleteLeaks,leak,True,release,absent_in_both,,
