dataset,action_id,issue_pair_id,status,baseline_report_id,ours_report_id,match_cost,baseline_complete,ours_complete,overall_class
Android,android:external/cronet/third_party/icu/source/common/characterproperties.cpp:03d3a5ba382126189180,6eac832f446bd3df49ff,ours_only,,android:external/cronet/third_party/icu/source/common/characterproperties.cpp:03d3a5ba382126189180|characterproperties.cpp_clangsa_841e43c204f1a64c56aa33d827cd2df6.plist|0,,,True,
Android,android:external/cronet/third_party/icu/source/common/charstr.cpp:08fe9aef3d7515589fa2,2af2d8c4468ee5ebb6b7,matched,android:external/cronet/third_party/icu/source/common/charstr.cpp:08fe9aef3d7515589fa2|charstr.cpp_clangsa_549c99a02ed3413fc359b270133fc37d.plist|0,android:external/cronet/third_party/icu/source/common/charstr.cpp:08fe9aef3d7515589fa2|charstr.cpp_clangsa_cfafcab769111fba366954e6c05329b2.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/charstr.cpp:08fe9aef3d7515589fa2,22f5dca80d265eed3842,matched,android:external/cronet/third_party/icu/source/common/charstr.cpp:08fe9aef3d7515589fa2|charstr.cpp_clangsa_549c99a02ed3413fc359b270133fc37d.plist|1,android:external/cronet/third_party/icu/source/common/charstr.cpp:08fe9aef3d7515589fa2|charstr.cpp_clangsa_cfafcab769111fba366954e6c05329b2.plist|1,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/dictbe.cpp:a2096bbb15fba5f763f3,8fc8994c18e96bb7962b,matched,android:external/cronet/third_party/icu/source/common/dictbe.cpp:a2096bbb15fba5f763f3|dictbe.cpp_clangsa_e43dacfec685451a37dd150ebfef14a0.plist|1,android:external/cronet/third_party/icu/source/common/dictbe.cpp:a2096bbb15fba5f763f3|dictbe.cpp_clangsa_632576958375ae23294c3520cd2f6671.plist|1,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/dictbe.cpp:a2096bbb15fba5f763f3,3d2a24d20bcaeda80151,matched,android:external/cronet/third_party/icu/source/common/dictbe.cpp:a2096bbb15fba5f763f3|dictbe.cpp_clangsa_e43dacfec685451a37dd150ebfef14a0.plist|0,android:external/cronet/third_party/icu/source/common/dictbe.cpp:a2096bbb15fba5f763f3|dictbe.cpp_clangsa_632576958375ae23294c3520cd2f6671.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/emojiprops.cpp:42a3da088a01d129dcab,30f55783c47cadd2d96f,matched,android:external/cronet/third_party/icu/source/common/emojiprops.cpp:42a3da088a01d129dcab|emojiprops.cpp_clangsa_26a38bef855d3d39a34b273d3cea229a.plist|0,android:external/cronet/third_party/icu/source/common/emojiprops.cpp:42a3da088a01d129dcab|emojiprops.cpp_clangsa_7519fc2efc047a81324d10eacc207a7b.plist|1,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/emojiprops.cpp:42a3da088a01d129dcab,11cdf101050572993d75,ours_only,,android:external/cronet/third_party/icu/source/common/emojiprops.cpp:42a3da088a01d129dcab|emojiprops.cpp_clangsa_7519fc2efc047a81324d10eacc207a7b.plist|0,,,True,
Android,android:external/cronet/third_party/icu/source/common/filteredbrk.cpp:d7cb59cd755f306393d2,dc3c9995cf0c231eb646,matched,android:external/cronet/third_party/icu/source/common/filteredbrk.cpp:d7cb59cd755f306393d2|filteredbrk.cpp_clangsa_f943f934f0f0ca96d95c7a298e445a5f.plist|0,android:external/cronet/third_party/icu/source/common/filteredbrk.cpp:d7cb59cd755f306393d2|filteredbrk.cpp_clangsa_1d42dc3ddba4c46def24b86aa98339b0.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/filterednormalizer2.cpp:a328873588f6acb31174,d96df8faf6b00649f95f,matched,android:external/cronet/third_party/icu/source/common/filterednormalizer2.cpp:a328873588f6acb31174|filterednormalizer2.cpp_clangsa_8fccbed828e50b6428ad51dd3bc08cd4.plist|3,android:external/cronet/third_party/icu/source/common/filterednormalizer2.cpp:a328873588f6acb31174|filterednormalizer2.cpp_clangsa_b8e47c2a8ee1527824aad9d5603f5e29.plist|3,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/filterednormalizer2.cpp:a328873588f6acb31174,fca01238cd96a4d164c4,matched,android:external/cronet/third_party/icu/source/common/filterednormalizer2.cpp:a328873588f6acb31174|filterednormalizer2.cpp_clangsa_8fccbed828e50b6428ad51dd3bc08cd4.plist|0,android:external/cronet/third_party/icu/source/common/filterednormalizer2.cpp:a328873588f6acb31174|filterednormalizer2.cpp_clangsa_b8e47c2a8ee1527824aad9d5603f5e29.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/filterednormalizer2.cpp:a328873588f6acb31174,25d8521dff7a8f975b62,matched,android:external/cronet/third_party/icu/source/common/filterednormalizer2.cpp:a328873588f6acb31174|filterednormalizer2.cpp_clangsa_8fccbed828e50b6428ad51dd3bc08cd4.plist|1,android:external/cronet/third_party/icu/source/common/filterednormalizer2.cpp:a328873588f6acb31174|filterednormalizer2.cpp_clangsa_b8e47c2a8ee1527824aad9d5603f5e29.plist|1,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/filterednormalizer2.cpp:a328873588f6acb31174,d97b68a389a31b388f4f,matched,android:external/cronet/third_party/icu/source/common/filterednormalizer2.cpp:a328873588f6acb31174|filterednormalizer2.cpp_clangsa_8fccbed828e50b6428ad51dd3bc08cd4.plist|2,android:external/cronet/third_party/icu/source/common/filterednormalizer2.cpp:a328873588f6acb31174|filterednormalizer2.cpp_clangsa_b8e47c2a8ee1527824aad9d5603f5e29.plist|2,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/loadednormalizer2impl.cpp:643163825d95fec695a8,46fa7397acd36767bdc2,matched,android:external/cronet/third_party/icu/source/common/loadednormalizer2impl.cpp:643163825d95fec695a8|loadednormalizer2impl.cpp_clangsa_005b83d46d32b857e95a8c93cf3bdd39.plist|1,android:external/cronet/third_party/icu/source/common/loadednormalizer2impl.cpp:643163825d95fec695a8|loadednormalizer2impl.cpp_clangsa_00f2de4b8ff3731d4043e9036b53d29c.plist|1,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/loadednormalizer2impl.cpp:643163825d95fec695a8,58f4fa3bd106ecc092fe,matched,android:external/cronet/third_party/icu/source/common/loadednormalizer2impl.cpp:643163825d95fec695a8|loadednormalizer2impl.cpp_clangsa_005b83d46d32b857e95a8c93cf3bdd39.plist|0,android:external/cronet/third_party/icu/source/common/loadednormalizer2impl.cpp:643163825d95fec695a8|loadednormalizer2impl.cpp_clangsa_00f2de4b8ff3731d4043e9036b53d29c.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/localebuilder.cpp:d5bc21f2546ce879d3d3,23e13545e46b786063b5,matched,android:external/cronet/third_party/icu/source/common/localebuilder.cpp:d5bc21f2546ce879d3d3|localebuilder.cpp_clangsa_c4716325f223373a5080b5bcf1002cab.plist|0,android:external/cronet/third_party/icu/source/common/localebuilder.cpp:d5bc21f2546ce879d3d3|localebuilder.cpp_clangsa_6a26245eb2ae3457fd223159f6d7e2be.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/localematcher.cpp:9835d6f6efc30de75988,d40a94794b1c2b479e74,matched,android:external/cronet/third_party/icu/source/common/localematcher.cpp:9835d6f6efc30de75988|localematcher.cpp_clangsa_1fa51ac8e4cfd8fb5bf7cdb03a2b52d7.plist|1,android:external/cronet/third_party/icu/source/common/localematcher.cpp:9835d6f6efc30de75988|localematcher.cpp_clangsa_55a93281317a60ab41d0f8111846cdfc.plist|1,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/localematcher.cpp:9835d6f6efc30de75988,67a6adfe71913956a053,matched,android:external/cronet/third_party/icu/source/common/localematcher.cpp:9835d6f6efc30de75988|localematcher.cpp_clangsa_1fa51ac8e4cfd8fb5bf7cdb03a2b52d7.plist|2,android:external/cronet/third_party/icu/source/common/localematcher.cpp:9835d6f6efc30de75988|localematcher.cpp_clangsa_55a93281317a60ab41d0f8111846cdfc.plist|2,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/localematcher.cpp:9835d6f6efc30de75988,2a8715e5a2602f097767,matched,android:external/cronet/third_party/icu/source/common/localematcher.cpp:9835d6f6efc30de75988|localematcher.cpp_clangsa_1fa51ac8e4cfd8fb5bf7cdb03a2b52d7.plist|0,android:external/cronet/third_party/icu/source/common/localematcher.cpp:9835d6f6efc30de75988|localematcher.cpp_clangsa_55a93281317a60ab41d0f8111846cdfc.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/localeprioritylist.cpp:90b9ec56373f2d287a11,708e735c4025133db866,ours_only,,android:external/cronet/third_party/icu/source/common/localeprioritylist.cpp:90b9ec56373f2d287a11|localeprioritylist.cpp_clangsa_e86bb3a672c75c3ad809fdb3cfb5c76b.plist|0,,,,
Android,android:external/cronet/third_party/icu/source/common/locavailable.cpp:266c9ea387017bf55194,fa64804ea8f9ff9a67a2,matched,android:external/cronet/third_party/icu/source/common/locavailable.cpp:266c9ea387017bf55194|locavailable.cpp_clangsa_223631333b37652bb53e7c4268d9ae68.plist|0,android:external/cronet/third_party/icu/source/common/locavailable.cpp:266c9ea387017bf55194|locavailable.cpp_clangsa_e967cd2a2ee3bc8e51b145817666859b.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/locdispnames.cpp:5a85d97f1cdf6e31ea84,259d0c9e1138f975d8c4,matched,android:external/cronet/third_party/icu/source/common/locdispnames.cpp:5a85d97f1cdf6e31ea84|locdispnames.cpp_clangsa_3be1847e1d1d60c1e7b66635f58fbbde.plist|0,android:external/cronet/third_party/icu/source/common/locdispnames.cpp:5a85d97f1cdf6e31ea84|locdispnames.cpp_clangsa_7c54eb4e143bbb1b3362f91a0ca9d9a7.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/locdistance.cpp:d1f36b19284b338ee369,f1516d89d3e3a2f4aa56,matched,android:external/cronet/third_party/icu/source/common/locdistance.cpp:d1f36b19284b338ee369|locdistance.cpp_clangsa_5fe2041143c7466c2ebe3bb1398a3338.plist|2,android:external/cronet/third_party/icu/source/common/locdistance.cpp:d1f36b19284b338ee369|locdistance.cpp_clangsa_5af6c1d4220ac90a18c1b98e32731aa4.plist|2,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/locdistance.cpp:d1f36b19284b338ee369,4f3e3037b171da3310a8,matched,android:external/cronet/third_party/icu/source/common/locdistance.cpp:d1f36b19284b338ee369|locdistance.cpp_clangsa_5fe2041143c7466c2ebe3bb1398a3338.plist|1,android:external/cronet/third_party/icu/source/common/locdistance.cpp:d1f36b19284b338ee369|locdistance.cpp_clangsa_5af6c1d4220ac90a18c1b98e32731aa4.plist|1,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/locdistance.cpp:d1f36b19284b338ee369,d40473e4db83c51ac243,matched,android:external/cronet/third_party/icu/source/common/locdistance.cpp:d1f36b19284b338ee369|locdistance.cpp_clangsa_5fe2041143c7466c2ebe3bb1398a3338.plist|0,android:external/cronet/third_party/icu/source/common/locdistance.cpp:d1f36b19284b338ee369|locdistance.cpp_clangsa_5af6c1d4220ac90a18c1b98e32731aa4.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/locdspnm.cpp:7f6502826c0908a647a3,39406b531c9021fbdb6a,matched,android:external/cronet/third_party/icu/source/common/locdspnm.cpp:7f6502826c0908a647a3|locdspnm.cpp_clangsa_51825e89bd0a445491d597a1cb0befe5.plist|1,android:external/cronet/third_party/icu/source/common/locdspnm.cpp:7f6502826c0908a647a3|locdspnm.cpp_clangsa_2776f82f4df53f6733749c1a1bbf181e.plist|2,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/locdspnm.cpp:7f6502826c0908a647a3,a3dac16cc97692194262,matched,android:external/cronet/third_party/icu/source/common/locdspnm.cpp:7f6502826c0908a647a3|locdspnm.cpp_clangsa_51825e89bd0a445491d597a1cb0befe5.plist|0,android:external/cronet/third_party/icu/source/common/locdspnm.cpp:7f6502826c0908a647a3|locdspnm.cpp_clangsa_2776f82f4df53f6733749c1a1bbf181e.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/locdspnm.cpp:7f6502826c0908a647a3,6ece98edaab5daa163e9,ours_only,,android:external/cronet/third_party/icu/source/common/locdspnm.cpp:7f6502826c0908a647a3|locdspnm.cpp_clangsa_2776f82f4df53f6733749c1a1bbf181e.plist|1,,,True,
Android,android:external/cronet/third_party/icu/source/common/locid.cpp:cd999a13ff046e362fbd,30ad57821011644fc0d9,matched,android:external/cronet/third_party/icu/source/common/locid.cpp:cd999a13ff046e362fbd|locid.cpp_clangsa_bdddeb8af59b354214a5bbdab7a2ce93.plist|2,android:external/cronet/third_party/icu/source/common/locid.cpp:cd999a13ff046e362fbd|locid.cpp_clangsa_37e4383bcd11c0c6dbc545638c6c898c.plist|1,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/locid.cpp:cd999a13ff046e362fbd,d86c343c5ccf46e96dcf,matched,android:external/cronet/third_party/icu/source/common/locid.cpp:cd999a13ff046e362fbd|locid.cpp_clangsa_bdddeb8af59b354214a5bbdab7a2ce93.plist|1,android:external/cronet/third_party/icu/source/common/locid.cpp:cd999a13ff046e362fbd|locid.cpp_clangsa_37e4383bcd11c0c6dbc545638c6c898c.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/locid.cpp:cd999a13ff046e362fbd,a57addfe1367825394eb,matched,android:external/cronet/third_party/icu/source/common/locid.cpp:cd999a13ff046e362fbd|locid.cpp_clangsa_bdddeb8af59b354214a5bbdab7a2ce93.plist|3,android:external/cronet/third_party/icu/source/common/locid.cpp:cd999a13ff046e362fbd|locid.cpp_clangsa_37e4383bcd11c0c6dbc545638c6c898c.plist|2,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/locid.cpp:cd999a13ff046e362fbd,6f6e98c1297ed488cbda,baseline_only,android:external/cronet/third_party/icu/source/common/locid.cpp:cd999a13ff046e362fbd|locid.cpp_clangsa_bdddeb8af59b354214a5bbdab7a2ce93.plist|0,,,,,
Android,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612,d8be9670a1527a17fd1f,matched,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612|loclikelysubtags.cpp_clangsa_432e21da7a41efa45b0317546045038d.plist|1,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612|loclikelysubtags.cpp_clangsa_22e46b46b95d715672482586926a1cd5.plist|2,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612,d72f4cbd0d5715084f5b,ours_only,,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612|loclikelysubtags.cpp_clangsa_22e46b46b95d715672482586926a1cd5.plist|3,,,True,
Android,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612,80f03e180ba3bf15f744,ours_only,,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612|loclikelysubtags.cpp_clangsa_22e46b46b95d715672482586926a1cd5.plist|4,,,True,
Android,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612,a9f507ddd855256dfb4d,ours_only,,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612|loclikelysubtags.cpp_clangsa_22e46b46b95d715672482586926a1cd5.plist|5,,,True,
Android,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612,a02d933a1c25a63d5c5d,ours_only,,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612|loclikelysubtags.cpp_clangsa_22e46b46b95d715672482586926a1cd5.plist|6,,,True,
Android,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612,a2c19b31161dea1f076c,ours_only,,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612|loclikelysubtags.cpp_clangsa_22e46b46b95d715672482586926a1cd5.plist|7,,,True,
Android,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612,a52db3b7521d38dc54c9,ours_only,,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612|loclikelysubtags.cpp_clangsa_22e46b46b95d715672482586926a1cd5.plist|1,,,True,
Android,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612,de12926b326ad1fa732f,matched,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612|loclikelysubtags.cpp_clangsa_432e21da7a41efa45b0317546045038d.plist|0,android:external/cronet/third_party/icu/source/common/loclikelysubtags.cpp:e127ef6f84dc6dd35612|loclikelysubtags.cpp_clangsa_22e46b46b95d715672482586926a1cd5.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/locutil.cpp:b745f884377f549cfae6,0c655c4687998ad7bdeb,matched,android:external/cronet/third_party/icu/source/common/locutil.cpp:b745f884377f549cfae6|locutil.cpp_clangsa_711f9e9cd7d3f1b609822202d213f863.plist|0,android:external/cronet/third_party/icu/source/common/locutil.cpp:b745f884377f549cfae6|locutil.cpp_clangsa_e612a19d547137ff672484c8f2af43ff.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/lstmbe.cpp:f6037e51d4648eb924fd,2040e3e22563de58f8f3,matched,android:external/cronet/third_party/icu/source/common/lstmbe.cpp:f6037e51d4648eb924fd|lstmbe.cpp_clangsa_5033c0dfa3e96d10b13000468de239ca.plist|0,android:external/cronet/third_party/icu/source/common/lstmbe.cpp:f6037e51d4648eb924fd|lstmbe.cpp_clangsa_90da3cb5cabfd0c3403fba3c0a9a197d.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/lstmbe.cpp:f6037e51d4648eb924fd,77c052872fca731be408,matched,android:external/cronet/third_party/icu/source/common/lstmbe.cpp:f6037e51d4648eb924fd|lstmbe.cpp_clangsa_5033c0dfa3e96d10b13000468de239ca.plist|1,android:external/cronet/third_party/icu/source/common/lstmbe.cpp:f6037e51d4648eb924fd|lstmbe.cpp_clangsa_90da3cb5cabfd0c3403fba3c0a9a197d.plist|1,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/lstmbe.cpp:f6037e51d4648eb924fd,1ab460041895c2a29549,matched,android:external/cronet/third_party/icu/source/common/lstmbe.cpp:f6037e51d4648eb924fd|lstmbe.cpp_clangsa_5033c0dfa3e96d10b13000468de239ca.plist|2,android:external/cronet/third_party/icu/source/common/lstmbe.cpp:f6037e51d4648eb924fd|lstmbe.cpp_clangsa_90da3cb5cabfd0c3403fba3c0a9a197d.plist|2,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/messagepattern.cpp:64dd050489e0e41f2d58,847bc5d725d1a087acbe,matched,android:external/cronet/third_party/icu/source/common/messagepattern.cpp:64dd050489e0e41f2d58|messagepattern.cpp_clangsa_f1fc58ff55ccf3055d67dec082482960.plist|0,android:external/cronet/third_party/icu/source/common/messagepattern.cpp:64dd050489e0e41f2d58|messagepattern.cpp_clangsa_b99d98bced6ffe5a501b3a55aadcda65.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/messagepattern.cpp:64dd050489e0e41f2d58,206f0be2dde3947447e0,matched,android:external/cronet/third_party/icu/source/common/messagepattern.cpp:64dd050489e0e41f2d58|messagepattern.cpp_clangsa_f1fc58ff55ccf3055d67dec082482960.plist|1,android:external/cronet/third_party/icu/source/common/messagepattern.cpp:64dd050489e0e41f2d58|messagepattern.cpp_clangsa_b99d98bced6ffe5a501b3a55aadcda65.plist|1,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/mlbe.cpp:3ac54e8f041fba06d03f,383fb74f1f5b6fe34112,matched,android:external/cronet/third_party/icu/source/common/mlbe.cpp:3ac54e8f041fba06d03f|mlbe.cpp_clangsa_427cdcdb3c09ffeee0fdfe0da8e69d46.plist|0,android:external/cronet/third_party/icu/source/common/mlbe.cpp:3ac54e8f041fba06d03f|mlbe.cpp_clangsa_017fad866e8f58b8633076be4034bdfb.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/mlbe.cpp:3ac54e8f041fba06d03f,70be4055c203a5a49de9,matched,android:external/cronet/third_party/icu/source/common/mlbe.cpp:3ac54e8f041fba06d03f|mlbe.cpp_clangsa_427cdcdb3c09ffeee0fdfe0da8e69d46.plist|1,android:external/cronet/third_party/icu/source/common/mlbe.cpp:3ac54e8f041fba06d03f|mlbe.cpp_clangsa_017fad866e8f58b8633076be4034bdfb.plist|1,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/mlbe.cpp:3ac54e8f041fba06d03f,7dad49cdb498b95fc6d1,matched,android:external/cronet/third_party/icu/source/common/mlbe.cpp:3ac54e8f041fba06d03f|mlbe.cpp_clangsa_427cdcdb3c09ffeee0fdfe0da8e69d46.plist|2,android:external/cronet/third_party/icu/source/common/mlbe.cpp:3ac54e8f041fba06d03f|mlbe.cpp_clangsa_017fad866e8f58b8633076be4034bdfb.plist|2,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/mlbe.cpp:3ac54e8f041fba06d03f,7e3a89db650141ebba3c,ours_only,,android:external/cronet/third_party/icu/source/common/mlbe.cpp:3ac54e8f041fba06d03f|mlbe.cpp_clangsa_017fad866e8f58b8633076be4034bdfb.plist|3,,,True,
Android,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b,baaf18b1825b2b19fa1b,matched,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b|normalizer2.cpp_clangsa_37965531d5e4050a57faaea55ad6307a.plist|4,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b|normalizer2.cpp_clangsa_3d3d64740fdcce2c6e3d0b65e3358de2.plist|4,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b,64a5345581158a905e75,matched,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b|normalizer2.cpp_clangsa_37965531d5e4050a57faaea55ad6307a.plist|5,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b|normalizer2.cpp_clangsa_3d3d64740fdcce2c6e3d0b65e3358de2.plist|5,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b,d6f4329b0f989ff845dd,matched,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b|normalizer2.cpp_clangsa_37965531d5e4050a57faaea55ad6307a.plist|6,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b|normalizer2.cpp_clangsa_3d3d64740fdcce2c6e3d0b65e3358de2.plist|6,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b,f7ea52b4698b49a5f52c,matched,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b|normalizer2.cpp_clangsa_37965531d5e4050a57faaea55ad6307a.plist|3,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b|normalizer2.cpp_clangsa_3d3d64740fdcce2c6e3d0b65e3358de2.plist|3,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b,14f761fe10952bd68755,matched,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b|normalizer2.cpp_clangsa_37965531d5e4050a57faaea55ad6307a.plist|1,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b|normalizer2.cpp_clangsa_3d3d64740fdcce2c6e3d0b65e3358de2.plist|1,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b,75059e23ccd010e04d2e,matched,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b|normalizer2.cpp_clangsa_37965531d5e4050a57faaea55ad6307a.plist|2,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b|normalizer2.cpp_clangsa_3d3d64740fdcce2c6e3d0b65e3358de2.plist|2,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b,48c9cd962f96b463f4fc,matched,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b|normalizer2.cpp_clangsa_37965531d5e4050a57faaea55ad6307a.plist|0,android:external/cronet/third_party/icu/source/common/normalizer2.cpp:524296ada42dd13bee8b|normalizer2.cpp_clangsa_3d3d64740fdcce2c6e3d0b65e3358de2.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1,faf247ef74ec794dfb0b,matched,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1|normalizer2impl.cpp_clangsa_431e7e42801fac465306f17a7bca230c.plist|0,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1|normalizer2impl.cpp_clangsa_b5fda8c94476c3e518e15d3ff5098cc0.plist|0,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1,77e96206662f5653a91c,matched,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1|normalizer2impl.cpp_clangsa_431e7e42801fac465306f17a7bca230c.plist|3,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1|normalizer2impl.cpp_clangsa_b5fda8c94476c3e518e15d3ff5098cc0.plist|3,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1,f49dd1364b817ee8164a,matched,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1|normalizer2impl.cpp_clangsa_431e7e42801fac465306f17a7bca230c.plist|4,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1|normalizer2impl.cpp_clangsa_b5fda8c94476c3e518e15d3ff5098cc0.plist|4,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1,477ae9e5b26275dfc09e,matched,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1|normalizer2impl.cpp_clangsa_431e7e42801fac465306f17a7bca230c.plist|1,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1|normalizer2impl.cpp_clangsa_b5fda8c94476c3e518e15d3ff5098cc0.plist|1,0,,,not_applicable
Android,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1,6c9b411dcc1224ce1786,matched,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1|normalizer2impl.cpp_clangsa_431e7e42801fac465306f17a7bca230c.plist|2,android:external/cronet/third_party/icu/source/common/normalizer2impl.cpp:5badbe841ffe9ff5e1b1|normalizer2impl.cpp_clangsa_b5fda8c94476c3e518e15d3ff5098cc0.plist|2,0,,,not_applicable
