dataset,action_id,source_path,status,reason,action_count,baseline_plist_count,ours_plist_count,baseline_configs,ours_configs
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/binary_double.cpp:3bf8f5d42431f5d33d5d,external/OpenCL-CTS/test_conformance/math_brute_force/binary_double.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/binary_float.cpp:883177dd1b25d6fedbd2,external/OpenCL-CTS/test_conformance/math_brute_force/binary_float.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/binary_i_double.cpp:5dd840cc1f3ae980f10b,external/OpenCL-CTS/test_conformance/math_brute_force/binary_i_double.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/binary_i_float.cpp:8b0b1bd01d3c671d8803,external/OpenCL-CTS/test_conformance/math_brute_force/binary_i_float.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/binary_operator_double.cpp:60521308ff192279d219,external/OpenCL-CTS/test_conformance/math_brute_force/binary_operator_double.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/binary_operator_float.cpp:7fdc27b531a239c42b57,external/OpenCL-CTS/test_conformance/math_brute_force/binary_operator_float.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/binary_two_results_i_double.cpp:adbf0f44d182193fba95,external/OpenCL-CTS/test_conformance/math_brute_force/binary_two_results_i_double.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/binary_two_results_i_float.cpp:240d61753f231d664dfa,external/OpenCL-CTS/test_conformance/math_brute_force/binary_two_results_i_float.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/common.cpp:099209465cc79b907669,external/OpenCL-CTS/test_conformance/math_brute_force/common.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/function_list.cpp:c5f60c8213dfe98e5f8e,external/OpenCL-CTS/test_conformance/math_brute_force/function_list.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/i_unary_double.cpp:61870dbc94f37d435518,external/OpenCL-CTS/test_conformance/math_brute_force/i_unary_double.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/i_unary_float.cpp:5b932fbf0cb2c7c0cbdb,external/OpenCL-CTS/test_conformance/math_brute_force/i_unary_float.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/macro_binary_double.cpp:06bc230cfbe110f3bfd5,external/OpenCL-CTS/test_conformance/math_brute_force/macro_binary_double.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/macro_binary_float.cpp:fbd890e659e7b9935863,external/OpenCL-CTS/test_conformance/math_brute_force/macro_binary_float.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/macro_unary_double.cpp:01734aa1d712f88f6b6a,external/OpenCL-CTS/test_conformance/math_brute_force/macro_unary_double.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/macro_unary_float.cpp:1631fa3fef8b8e6543cd,external/OpenCL-CTS/test_conformance/math_brute_force/macro_unary_float.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/mad_double.cpp:723d908ab88d3fe186f6,external/OpenCL-CTS/test_conformance/math_brute_force/mad_double.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/mad_float.cpp:f0a6976c9f0d51b112cb,external/OpenCL-CTS/test_conformance/math_brute_force/mad_float.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/main.cpp:2209d7d056d685274ab4,external/OpenCL-CTS/test_conformance/math_brute_force/main.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/reference_math.cpp:75182b38a237bb116a0d,external/OpenCL-CTS/test_conformance/math_brute_force/reference_math.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/sleep.cpp:be5666c13b57c173be7e,external/OpenCL-CTS/test_conformance/math_brute_force/sleep.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/ternary_double.cpp:208b3d8ed55243e629fc,external/OpenCL-CTS/test_conformance/math_brute_force/ternary_double.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/ternary_float.cpp:2e8abf98bfdef21b820a,external/OpenCL-CTS/test_conformance/math_brute_force/ternary_float.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/unary_double.cpp:7439ef9e06df0dc00d3b,external/OpenCL-CTS/test_conformance/math_brute_force/unary_double.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/unary_float.cpp:9be8c1cfb56bd4db8ace,external/OpenCL-CTS/test_conformance/math_brute_force/unary_float.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/unary_two_results_double.cpp:9509e9bef841f120b346,external/OpenCL-CTS/test_conformance/math_brute_force/unary_two_results_double.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/unary_two_results_float.cpp:956d0e235b95c81edb03,external/OpenCL-CTS/test_conformance/math_brute_force/unary_two_results_float.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/unary_two_results_i_double.cpp:4fcdd1d00af9f0a3542a,external/OpenCL-CTS/test_conformance/math_brute_force/unary_two_results_i_double.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/unary_two_results_i_float.cpp:9e1a0a34931d2061d918,external/OpenCL-CTS/test_conformance/math_brute_force/unary_two_results_i_float.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/unary_u_double.cpp:72aeaf7be9b083fd1ac4,external/OpenCL-CTS/test_conformance/math_brute_force/unary_u_double.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/unary_u_float.cpp:8178dc6c4f5db1b175aa,external/OpenCL-CTS/test_conformance/math_brute_force/unary_u_float.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/math_brute_force/utility.cpp:1e5894cb615122f98ae3,external/OpenCL-CTS/test_conformance/math_brute_force/utility.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/mem_host_flags/main.cpp:7e162651349903c5de72,external/OpenCL-CTS/test_conformance/mem_host_flags/main.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/mem_host_flags/mem_host_buffer.cpp:73ddbc025f7e735da95c,external/OpenCL-CTS/test_conformance/mem_host_flags/mem_host_buffer.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/mem_host_flags/mem_host_image.cpp:55bc39f2f6065b2c1028,external/OpenCL-CTS/test_conformance/mem_host_flags/mem_host_image.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/multiple_device_context/main.cpp:c27512c6307ae3baac60,external/OpenCL-CTS/test_conformance/multiple_device_context/main.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/multiple_device_context/test_multiple_contexts.cpp:f5feb22b4ef97e604021,external/OpenCL-CTS/test_conformance/multiple_device_context/test_multiple_contexts.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/multiple_device_context/test_multiple_devices.cpp:947da809a4d703cf7bf8,external/OpenCL-CTS/test_conformance/multiple_device_context/test_multiple_devices.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/non_uniform_work_group/TestNonUniformWorkGroup.cpp:053e527e21e8a0006eb0,external/OpenCL-CTS/test_conformance/non_uniform_work_group/TestNonUniformWorkGroup.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/non_uniform_work_group/main.cpp:95e21620caa41ad3ca4f,external/OpenCL-CTS/test_conformance/non_uniform_work_group/main.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/non_uniform_work_group/test_advanced_2d.cpp:1d97480d2f46afafb564,external/OpenCL-CTS/test_conformance/non_uniform_work_group/test_advanced_2d.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/non_uniform_work_group/test_advanced_3d.cpp:e59d4ee442a1521424e4,external/OpenCL-CTS/test_conformance/non_uniform_work_group/test_advanced_3d.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/non_uniform_work_group/test_advanced_other.cpp:b6ffb42817e80b875b18,external/OpenCL-CTS/test_conformance/non_uniform_work_group/test_advanced_other.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/non_uniform_work_group/test_basic.cpp:da76fdadcf9c086250f3,external/OpenCL-CTS/test_conformance/non_uniform_work_group/test_basic.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/non_uniform_work_group/tools.cpp:a77d80d027985f12508b,external/OpenCL-CTS/test_conformance/non_uniform_work_group/tools.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/pipes/main.cpp:4cffab99876f1ef541b2,external/OpenCL-CTS/test_conformance/pipes/main.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/pipes/test_pipe_info.cpp:9d60cb80e107b0b4d31f,external/OpenCL-CTS/test_conformance/pipes/test_pipe_info.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/pipes/test_pipe_limits.cpp:b2403ed1936b779e8faa,external/OpenCL-CTS/test_conformance/pipes/test_pipe_limits.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/pipes/test_pipe_query_functions.cpp:eaebcaf0422f940fb414,external/OpenCL-CTS/test_conformance/pipes/test_pipe_query_functions.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/pipes/test_pipe_read_write.cpp:4b4ffa68b68efa30a1c9,external/OpenCL-CTS/test_conformance/pipes/test_pipe_read_write.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/pipes/test_pipe_readwrite_errors.cpp:923acd9c2c8f819d5c5a,external/OpenCL-CTS/test_conformance/pipes/test_pipe_readwrite_errors.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/pipes/test_pipe_subgroups.cpp:3eb280b74aa79e0dc385,external/OpenCL-CTS/test_conformance/pipes/test_pipe_subgroups.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/printf/test_printf.cpp:a1477b8846b509eb50bc,external/OpenCL-CTS/test_conformance/printf/test_printf.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/printf/util_printf.cpp:68025313e20f63ac6efc,external/OpenCL-CTS/test_conformance/printf/util_printf.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/profiling/copy.cpp:c1359f129f025fd7aca5,external/OpenCL-CTS/test_conformance/profiling/copy.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/profiling/execute.cpp:6c24f6d6d459cc38553b,external/OpenCL-CTS/test_conformance/profiling/execute.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/profiling/execute_multipass.cpp:212db8b9e1d7e02a57dc,external/OpenCL-CTS/test_conformance/profiling/execute_multipass.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/profiling/main.cpp:498c6c387e949a360587,external/OpenCL-CTS/test_conformance/profiling/main.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/profiling/readArray.cpp:a745984b2932fddcc008,external/OpenCL-CTS/test_conformance/profiling/readArray.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/profiling/readImage.cpp:ec389144de75c56b7163,external/OpenCL-CTS/test_conformance/profiling/readImage.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/profiling/writeArray.cpp:9647f39a433e08c5b30f,external/OpenCL-CTS/test_conformance/profiling/writeArray.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/profiling/writeImage.cpp:5a5e5bdb650ab80c2eb0,external/OpenCL-CTS/test_conformance/profiling/writeImage.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/relationals/main.cpp:621210ccbe3db37061dd,external/OpenCL-CTS/test_conformance/relationals/main.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/relationals/test_comparisons_fp.cpp:40999b60081aa28dce14,external/OpenCL-CTS/test_conformance/relationals/test_comparisons_fp.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/relationals/test_relationals.cpp:9963a60f28be91f8daa5,external/OpenCL-CTS/test_conformance/relationals/test_relationals.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/relationals/test_shuffles.cpp:f3b871fd6d65e35d37a6,external/OpenCL-CTS/test_conformance/relationals/test_shuffles.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/select/test_select.cpp:2aa355a19dbcbcdb3779,external/OpenCL-CTS/test_conformance/select/test_select.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/select/util_select.cpp:3b30957d9e84a8835aba,external/OpenCL-CTS/test_conformance/select/util_select.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spir/datagen.cpp:55fc693a05041cba6de5,external/OpenCL-CTS/test_conformance/spir/datagen.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spir/kernelargs.cpp:70bcba395999b1766220,external/OpenCL-CTS/test_conformance/spir/kernelargs.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spir/main.cpp:303937ff6f69ccf56773,external/OpenCL-CTS/test_conformance/spir/main.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spir/run_build_test.cpp:3efe8ec0183b987bb941,external/OpenCL-CTS/test_conformance/spir/run_build_test.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spir/run_services.cpp:5a5d8b9ca5437f6daaa4,external/OpenCL-CTS/test_conformance/spir/run_services.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/main.cpp:232f3e549a87f774a842,external/OpenCL-CTS/test_conformance/spirv_new/main.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_cl_khr_spirv_no_integer_wrap_decoration.cpp:7073e7f9ff0729c893a2,external/OpenCL-CTS/test_conformance/spirv_new/test_cl_khr_spirv_no_integer_wrap_decoration.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_decorate.cpp:bae905c93902a07b7516,external/OpenCL-CTS/test_conformance/spirv_new/test_decorate.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_get_program_il.cpp:32ddf140f0feb8e5b245,external/OpenCL-CTS/test_conformance/spirv_new/test_get_program_il.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_linkage.cpp:2772aec32f47ebcc7f98,external/OpenCL-CTS/test_conformance/spirv_new/test_linkage.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_atomic.cpp:eb004a41e395a4e6d2b1,external/OpenCL-CTS/test_conformance/spirv_new/test_op_atomic.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_branch.cpp:e9bbaa5b5c9757f3e916,external/OpenCL-CTS/test_conformance/spirv_new/test_op_branch.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_branch_conditional.cpp:decf5bf1fb5d9c9f2eb1,external/OpenCL-CTS/test_conformance/spirv_new/test_op_branch_conditional.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_composite_construct.cpp:4a7bf6ce38230bda7bf0,external/OpenCL-CTS/test_conformance/spirv_new/test_op_composite_construct.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_constant.cpp:e535d2239ff72bff9eac,external/OpenCL-CTS/test_conformance/spirv_new/test_op_constant.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_copy_object.cpp:e0a55de80ff0839b9c8b,external/OpenCL-CTS/test_conformance/spirv_new/test_op_copy_object.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_fmath.cpp:e8e4bc9e36ea71be1435,external/OpenCL-CTS/test_conformance/spirv_new/test_op_fmath.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_function.cpp:5ee8f2f7a9e9d9eae156,external/OpenCL-CTS/test_conformance/spirv_new/test_op_function.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_lifetime.cpp:16212571ec8cfb1f3b8c,external/OpenCL-CTS/test_conformance/spirv_new/test_op_lifetime.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_loop_merge.cpp:9f0bcdcd9618011f2cbd,external/OpenCL-CTS/test_conformance/spirv_new/test_op_loop_merge.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_negate.cpp:5cdc1b791dc215a0170c,external/OpenCL-CTS/test_conformance/spirv_new/test_op_negate.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_opaque.cpp:8491b2c56a46de8dc15b,external/OpenCL-CTS/test_conformance/spirv_new/test_op_opaque.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_phi.cpp:8ce843b72c8842f8e73f,external/OpenCL-CTS/test_conformance/spirv_new/test_op_phi.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_selection_merge.cpp:df293d154845515a0bed,external/OpenCL-CTS/test_conformance/spirv_new/test_op_selection_merge.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_spec_constant.cpp:3410b295000d07211f66,external/OpenCL-CTS/test_conformance/spirv_new/test_op_spec_constant.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_undef.cpp:7ab8c4b2e47a0e97d85a,external/OpenCL-CTS/test_conformance/spirv_new/test_op_undef.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_vector_extract.cpp:77ba1d11f26d93ace4bd,external/OpenCL-CTS/test_conformance/spirv_new/test_op_vector_extract.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_vector_insert.cpp:52434073b9a0507a9bce,external/OpenCL-CTS/test_conformance/spirv_new/test_op_vector_insert.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/spirv_new/test_op_vector_times_scalar.cpp:adad8f4f60a1641a6433,external/OpenCL-CTS/test_conformance/spirv_new/test_op_vector_times_scalar.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/main.cpp:c197df45f6b25ba2b05a,external/OpenCL-CTS/test_conformance/subgroups/main.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/subgroup_common_kernels.cpp:55f4e6cece168818b72b,external/OpenCL-CTS/test_conformance/subgroups/subgroup_common_kernels.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/subhelpers.cpp:8efc96ca5eb40ab6eb83,external/OpenCL-CTS/test_conformance/subgroups/subhelpers.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/test_barrier.cpp:f35d1c0c5ee0b3857f6f,external/OpenCL-CTS/test_conformance/subgroups/test_barrier.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/test_ifp.cpp:75ddcca88cf837cfd8b9,external/OpenCL-CTS/test_conformance/subgroups/test_ifp.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/test_queries.cpp:929ec95e1f0f3469fcbf,external/OpenCL-CTS/test_conformance/subgroups/test_queries.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/test_subgroup.cpp:0dee9e64fe96899c579a,external/OpenCL-CTS/test_conformance/subgroups/test_subgroup.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_ballot.cpp:eac1d3dce0b4710fda7b,external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_ballot.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_clustered_reduce.cpp:7056e7131bfd97e973b3,external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_clustered_reduce.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_extended_types.cpp:433ca674170580cc3966,external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_extended_types.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_non_uniform_arithmetic.cpp:60bb395dd5502462d30d,external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_non_uniform_arithmetic.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_non_uniform_vote.cpp:c6da2953708062481861,external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_non_uniform_vote.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_rotate.cpp:600cc5632d08669eb3dd,external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_rotate.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_shuffle.cpp:eb6ec42e446c5149dfef,external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_shuffle.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_shuffle_relative.cpp:ce7e55dee14c6d857af1,external/OpenCL-CTS/test_conformance/subgroups/test_subgroup_shuffle_relative.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/subgroups/test_workitem.cpp:a064f7dcfba6b9db029e,external/OpenCL-CTS/test_conformance/subgroups/test_workitem.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/thread_dimensions/main.cpp:1c1f4ae68382c93c69e1,external/OpenCL-CTS/test_conformance/thread_dimensions/main.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/thread_dimensions/test_thread_dimensions.cpp:33988f79900ebfc2b925,external/OpenCL-CTS/test_conformance/thread_dimensions/test_thread_dimensions.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/vectors/globals.cpp:03b389174489f76c50ba,external/OpenCL-CTS/test_conformance/vectors/globals.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/vectors/main.cpp:071ada1121d3c2d3344e,external/OpenCL-CTS/test_conformance/vectors/main.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/vectors/structs.cpp:07e74df81da28e9f63bf,external/OpenCL-CTS/test_conformance/vectors/structs.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/vectors/test_step.cpp:126486e21429e200fe3d,external/OpenCL-CTS/test_conformance/vectors/test_step.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/vectors/test_vec_align.cpp:24174c8a2e2a2375d587,external/OpenCL-CTS/test_conformance/vectors/test_vec_align.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCL-CTS/test_conformance/vectors/type_replacer.cpp:8464567397d6dd55c56a,external/OpenCL-CTS/test_conformance/vectors/type_replacer.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCSD/decoder/source/ete/trc_cmp_cfg_ete.cpp:60a9b90ba6569a873090,external/OpenCSD/decoder/source/ete/trc_cmp_cfg_ete.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCSD/decoder/source/etmv3/trc_cmp_cfg_etmv3.cpp:3adcd3ec13ac166c025c,external/OpenCSD/decoder/source/etmv3/trc_cmp_cfg_etmv3.cpp,ours_only_input,released_ours_result,1,0,1,,
Android,android:external/OpenCSD/decoder/source/etmv3/trc_pkt_decode_etmv3.cpp:6ba0549ba5d847203d11,external/OpenCSD/decoder/source/etmv3/trc_pkt_decode_etmv3.cpp,ours_only_input,released_ours_result,1,0,1,,
